Gaze2dX (pixel),757.3397
Gaze2dY (pixel),462.46464838709676
Nombre de Fixations,62.0
Temps de Fixation cumulé (ms),0.9997877869999989
Image Width (pixel),1920.0
Image Height (pixel),1080.0
